ID	Len	Group	GroupCount	Class	ClassCount	Fold	FoldCount
a.60.8.1_d1d8ba_	81	a.60.8.1	2	a	1524	a.60	51
a.60.8.1_d2e1fa_	94	a.60.8.1	2	a	1524	a.60	51
a.60.8.2_d1go3f_	107	a.60.8.2	2	a	1524	a.60	51
a.60.8.2_d1y14a_	176	a.60.8.2	2	a	1524	a.60	51
a.60.8.3_d1yt3a1	101	a.60.8.3	2	a	1524	a.60	51
a.60.8.3_d1yt3a2	81	a.60.8.3	2	a	1524	a.60	51
a.60.8.4_d2hbja1	96	a.60.8.4	1	a	1524	a.60	51
a.60.9.1_d1a0pa1	98	a.60.9.1	3	a	1524	a.60	51
a.60.9.1_d1f44a1	110	a.60.9.1	3	a	1524	a.60	51
a.60.9.1_d1p4ea1	128	a.60.9.1	3	a	1524	a.60	51
a.61.1.1_d1ecwa_	114	a.61.1.1	1	a	1524	a.61	6
a.61.1.2_d1jvra_	137	a.61.1.2	1	a	1524	a.61	6
a.61.1.3_d2f77x_	100	a.61.1.3	1	a	1524	a.61	6
a.61.1.4_d1a6sa_	87	a.61.1.4	1	a	1524	a.61	6
a.61.1.5_d1heka1	109	a.61.1.5	1	a	1524	a.61	6
a.61.1.6_d1uhua1	92	a.61.1.6	1	a	1524	a.61	6
a.62.1.1_d3kxsa_	140	a.62.1.1	1	a	1524	a.62	1
a.63.1.1_d1aepa_	153	a.63.1.1	2	a	1524	a.63	2
a.63.1.1_d1eq1a_	166	a.63.1.1	2	a	1524	a.63	2
a.64.1.0_d3bqpa_	80	a.64.1.0	1	a	1524	a.64	6
a.64.1.1_d1l9la_	74	a.64.1.1	1	a	1524	a.64	6
a.64.1.2_d1qdma1	104	a.64.1.2	1	a	1524	a.64	6
a.64.1.3_d1n69a_	78	a.64.1.3	1	a	1524	a.64	6
a.64.1.4_d1of9a_	77	a.64.1.4	1	a	1524	a.64	6
a.64.2.1_d4rgda_	70	a.64.2.1	1	a	1524	a.64	6
a.65.1.1_d1bo9a_	73	a.65.1.1	2	a	1524	a.65	2
a.65.1.1_d2zhja_	315	a.65.1.1	2	a	1524	a.65	2
a.66.1.1_d1cipa1	121	a.66.1.1	1	a	1524	a.66	1
a.68.1.1_d1ej5a_	107	a.68.1.1	1	a	1524	a.68	1
a.69.1.0_d2c61a2	107	a.69.1.0	1	a	1524	a.69	8
a.69.1.1_d2jdia1	131	a.69.1.1	2	a	1524	a.69	8
a.69.1.1_d2jdid1	118	a.69.1.1	2	a	1524	a.69	8
a.69.1.2_d1vdza3	149	a.69.1.2	1	a	1524	a.69	8
a.69.2.1_d1fkma1	194	a.69.2.1	2	a	1524	a.69	8
a.69.2.1_d1fkma2	188	a.69.2.1	2	a	1524	a.69	8
a.69.3.1_d1q0qa1	98	a.69.3.1	1	a	1524	a.69	8
a.69.4.1_d2o3la1	82	a.69.4.1	1	a	1524	a.69	8
a.7.1.0_d3f31a_	137	a.7.1.0	1	a	1524	a.7	29
a.7.1.1_d1hcia1	125	a.7.1.1	6	a	1524	a.7	29
a.7.1.1_d1hcia4	114	a.7.1.1	6	a	1524	a.7	29
a.7.1.1_d1quua2	124	a.7.1.1	6	a	1524	a.7	29
a.7.1.1_d1s35a1	106	a.7.1.1	6	a	1524	a.7	29
a.7.1.1_d1s35a2	105	a.7.1.1	6	a	1524	a.7	29
a.7.1.1_d1u5pa1	110	a.7.1.1	6	a	1524	a.7	29
a.7.10.1_d1rrza_	66	a.7.10.1	1	a	1524	a.7	29
a.7.11.1_d1z8ua_	90	a.7.11.1	1	a	1524	a.7	29
a.7.12.1_d1sumb_	225	a.7.12.1	2	a	1524	a.7	29
a.7.12.1_d1vcta1	99	a.7.12.1	2	a	1524	a.7	29
a.7.13.1_d1vp7a_	68	a.7.13.1	1	a	1524	a.7	29
a.7.14.0_d2v6xa_	82	a.7.14.0	1	a	1524	a.7	29
a.7.15.1_d2o8ra1	109	a.7.15.1	1	a	1524	a.7	29
a.7.16.1_d4zeya1	83	a.7.16.1	1	a	1524	a.7	29
a.7.17.1_d2goma1	61	a.7.17.1	1	a	1524	a.7	29
a.7.2.1_d2e2aa_	104	a.7.2.1	1	a	1524	a.7	29
a.7.3.1_d1chua1	111	a.7.3.1	4	a	1524	a.7	29
a.7.3.1_d1jnra1	141	a.7.3.1	4	a	1524	a.7	29
a.7.3.1_d1zoya3	177	a.7.3.1	4	a	1524	a.7	29
a.7.3.1_d2bs2a1	198	a.7.3.1	4	a	1524	a.7	29
a.7.4.1_d1g73a_	157	a.7.4.1	1	a	1524	a.7	29
a.7.5.1_d1h7ca_	103	a.7.5.1	1	a	1524	a.7	29
a.7.6.1_d2uubt1	99	a.7.6.1	1	a	1524	a.7	29
a.7.7.1_d1m62a1	82	a.7.7.1	2	a	1524	a.7	29
a.7.7.1_d3ldqb1	110	a.7.7.1	2	a	1524	a.7	29
a.7.8.0_d3zyla2	116	a.7.8.0	1	a	1524	a.7	29
a.7.8.1_d1j2jb_	41	a.7.8.1	2	a	1524	a.7	29
a.7.8.1_d1wrda1	93	a.7.8.1	2	a	1524	a.7	29
a.70.1.1_d1abva_	105	a.70.1.1	1	a	1524	a.70	2
a.70.2.1_d2oeba1	152	a.70.2.1	1	a	1524	a.70	2
a.71.1.1_d1ovna1	107	a.71.1.1	1	a	1524	a.71	3
a.71.2.1_d1pd0a1	107	a.71.2.1	2	a	1524	a.71	3
a.71.2.1_d2qtva1	103	a.71.2.1	2	a	1524	a.71	3
a.72.1.1_d1dvka_	169	a.72.1.1	1	a	1524	a.72	1
a.73.1.0_d4ph2a_	127	a.73.1.0	1	a	1524	a.73	5
a.73.1.1_d1em9a_	147	a.73.1.1	4	a	1524	a.73	5
a.73.1.1_d1u7ka_	131	a.73.1.1	4	a	1524	a.73	5
a.73.1.1_d2eiaa2	131	a.73.1.1	4	a	1524	a.73	5
a.73.1.1_d2wlva_	144	a.73.1.1	4	a	1524	a.73	5
a.74.1.1_d1f5qb1	141	a.74.1.1	11	a	1524	a.74	14
a.74.1.1_d1f5qb2	106	a.74.1.1	11	a	1524	a.74	14
a.74.1.1_d1g3nc2	106	a.74.1.1	11	a	1524	a.74	14
a.74.1.1_d1kxua2	125	a.74.1.1	11	a	1524	a.74	14
a.74.1.1_d1w98b1	130	a.74.1.1	11	a	1524	a.74	14
a.74.1.1_d2cchb1	128	a.74.1.1	11	a	1524	a.74	14
a.74.1.1_d2cchb2	124	a.74.1.1	11	a	1524	a.74	14
a.74.1.1_d2f2ca2	106	a.74.1.1	11	a	1524	a.74	14
a.74.1.1_d2i53a1	144	a.74.1.1	11	a	1524	a.74	14
a.74.1.1_d2i53a2	110	a.74.1.1	11	a	1524	a.74	14
a.74.1.1_d3o0gd_	149	a.74.1.1	11	a	1524	a.74	14
a.74.1.2_d1aisb1	98	a.74.1.2	1	a	1524	a.74	14
a.74.1.3_d2r7ga1	199	a.74.1.3	2	a	1524	a.74	14
a.74.1.3_d2r7ga2	143	a.74.1.3	2	a	1524	a.74	14
a.75.1.1_d1rssa_	145	a.75.1.1	1	a	1524	a.75	1
a.76.1.1_d1on2a2	74	a.76.1.1	2	a	1524	a.76	2
a.76.1.1_d2qq9a2	75	a.76.1.1	2	a	1524	a.76	2
a.77.1.0_d3qf2a_	90	a.77.1.0	1	a	1524	a.77	16
a.77.1.2_d1d2za_	102	a.77.1.2	7	a	1524	a.77	16
a.77.1.2_d1icha_	87	a.77.1.2	7	a	1524	a.77	16
a.77.1.2_d1wmga_	90	a.77.1.2	7	a	1524	a.77	16
a.77.1.2_d2a9ia_	105	a.77.1.2	7	a	1524	a.77	16
a.77.1.2_d3ezqa1	113	a.77.1.2	7	a	1524	a.77	16
a.77.1.2_d3ezqb_	99	a.77.1.2	7	a	1524	a.77	16
a.77.1.2_d4f42a_	84	a.77.1.2	7	a	1524	a.77	16
a.77.1.3_d1cy5a_	93	a.77.1.3	5	a	1524	a.77	16
a.77.1.3_d1dgna_	89	a.77.1.3	5	a	1524	a.77	16
a.77.1.3_d2a5yb2	108	a.77.1.3	5	a	1524	a.77	16
a.77.1.3_d3crda_	100	a.77.1.3	5	a	1524	a.77	16
a.77.1.3_d4rhwe_	95	a.77.1.3	5	a	1524	a.77	16
a.77.1.4_d1n3ka_	130	a.77.1.4	2	a	1524	a.77	16
a.77.1.4_d2gf5a2	82	a.77.1.4	2	a	1524	a.77	16
a.77.1.5_d1ucpa_	91	a.77.1.5	1	a	1524	a.77	16
a.78.1.1_d1hw1a2	152	a.78.1.1	2	a	1524	a.78	2
a.78.1.1_d2hs5a2	138	a.78.1.1	2	a	1524	a.78	2
a.79.1.1_d3d3ba_	139	a.79.1.1	1	a	1524	a.79	3
a.79.1.2_d1q8ca_	140	a.79.1.2	1	a	1524	a.79	3
a.79.1.3_d1sqga1	140	a.79.1.3	1	a	1524	a.79	3
a.8.1.1_d4npda_	58	a.8.1.1	1	a	1524	a.8	21
a.8.1.2_d1xvha3	69	a.8.1.2	3	a	1524	a.8	21
a.8.1.2_d1xvha4	56	a.8.1.2	3	a	1524	a.8	21
a.8.1.2_d2j5ya2	53	a.8.1.2	3	a	1524	a.8	21
a.8.10.1_d2gf4a1	89	a.8.10.1	1	a	1524	a.8	21
a.8.11.1_d2oo2a1	74	a.8.11.1	2	a	1524	a.8	21
a.8.11.1_d2pmra1	75	a.8.11.1	2	a	1524	a.8	21
a.8.2.1_d1gvna_	88	a.8.2.1	1	a	1524	a.8	21
a.8.3.0_d3p0ba2	105	a.8.3.0	1	a	1524	a.8	21
a.8.3.1_d3bvua1	111	a.8.3.1	1	a	1524	a.8	21
a.8.3.2_d1k1xa1	74	a.8.3.2	1	a	1524	a.8	21
a.8.4.0_d3lofa1	80	a.8.4.0	1	a	1524	a.8	21
a.8.4.1_d1u00a1	112	a.8.4.1	2	a	1524	a.8	21
a.8.4.1_d4f01a2	96	a.8.4.1	2	a	1524	a.8	21
a.8.5.1_d1oksa1	49	a.8.5.1	2	a	1524	a.8	21
a.8.5.1_d1r4ga_	53	a.8.5.1	2	a	1524	a.8	21
a.8.6.1_d1nu9c1	145	a.8.6.1	2	a	1524	a.8	21
a.8.6.1_d1nu9c2	136	a.8.6.1	2	a	1524	a.8	21
a.8.7.1_d1r8ia_	187	a.8.7.1	1	a	1524	a.8	21
a.8.8.1_d2qkwa1	101	a.8.8.1	1	a	1524	a.8	21
a.8.9.1_d2ahma1	73	a.8.9.1	1	a	1524	a.8	21
a.80.1.1_d1a5ta1	123	a.80.1.1	9	a	1524	a.80	10
a.80.1.1_d1iqpa1	95	a.80.1.1	9	a	1524	a.80	10
a.80.1.1_d1jr3a1	126	a.80.1.1	9	a	1524	a.80	10
a.80.1.1_d1jr3d1	127	a.80.1.1	9	a	1524	a.80	10
a.80.1.1_d1sxja1	146	a.80.1.1	9	a	1524	a.80	10
a.80.1.1_d1sxjc1	95	a.80.1.1	9	a	1524	a.80	10
a.80.1.1_d1sxjd1	91	a.80.1.1	9	a	1524	a.80	10
a.80.1.1_d1sxje1	99	a.80.1.1	9	a	1524	a.80	10
a.80.1.1_d2gnoa1	98	a.80.1.1	9	a	1524	a.80	10
a.80.1.2_d3bgea1	184	a.80.1.2	1	a	1524	a.80	10
a.81.1.1_d1b79a_	102	a.81.1.1	1	a	1524	a.81	1
a.83.1.0_d3l2eb1	112	a.83.1.0	1	a	1524	a.83	2
a.83.1.1_d1m15a1	94	a.83.1.1	1	a	1524	a.83	2
a.84.1.1_d1tx9a1	138	a.84.1.1	1	a	1524	a.84	1
a.85.1.1_d1hc1a1	131	a.85.1.1	2	a	1524	a.85	2
a.85.1.1_d1llaa1	108	a.85.1.1	2	a	1524	a.85	2
a.86.1.1_d1llaa2	270	a.86.1.1	1	a	1524	a.86	3
a.86.1.2_d5ce9a_	339	a.86.1.2	1	a	1524	a.86	3
a.86.1.3_d3awua1	272	a.86.1.3	1	a	1524	a.86	3
a.87.1.0_d3p6aa1	213	a.87.1.0	1	a	1524	a.87	3
a.87.1.1_d1dbha1	207	a.87.1.1	2	a	1524	a.87	3
a.87.1.1_d1ntya1	184	a.87.1.1	2	a	1524	a.87	3
a.88.1.1_d1boua_	132	a.88.1.1	1	a	1524	a.88	1
a.89.1.1_d1hbna1	280	a.89.1.1	2	a	1524	a.89	2
a.89.1.1_d1hbnb1	255	a.89.1.1	2	a	1524	a.89	2
a.9.1.1_d1w85i_	42	a.9.1.1	1	a	1524	a.9	1
a.90.1.1_d1bgfa_	124	a.90.1.1	1	a	1524	a.90	1
a.91.1.0_d2a72a1	131	a.91.1.0	2	a	1524	a.91	4
a.91.1.0_d3v5wa1	156	a.91.1.0	2	a	1524	a.91	4
a.91.1.1_d1dk8a_	147	a.91.1.1	2	a	1524	a.91	4
a.91.1.1_d1iapa_	190	a.91.1.1	2	a	1524	a.91	4
a.92.1.1_d1a9xa1	153	a.92.1.1	1	a	1524	a.92	1
a.93.1.0_d3vlia2	308	a.93.1.0	1	a	1524	a.93	6
a.93.1.1_d1gwua_	307	a.93.1.1	3	a	1524	a.93	6
a.93.1.1_d2euta_	291	a.93.1.1	3	a	1524	a.93	6
a.93.1.1_d3m5qa_	357	a.93.1.1	3	a	1524	a.93	6
a.93.1.2_d2ayla1	511	a.93.1.2	2	a	1524	a.93	6
a.93.1.2_g1dnu.1	571	a.93.1.2	2	a	1524	a.93	6
a.94.1.1_d1vq8p1	143	a.94.1.1	1	a	1524	a.94	1
a.95.1.1_d2z16a1	157	a.95.1.1	1	a	1524	a.95	1
a.96.1.1_d2abka_	211	a.96.1.1	1	a	1524	a.96	8
a.96.1.2_d1muna_	225	a.96.1.2	2	a	1524	a.96	8
a.96.1.2_d4e9ea_	140	a.96.1.2	2	a	1524	a.96	8
a.96.1.3_d1mpga1	183	a.96.1.3	2	a	1524	a.96	8
a.96.1.3_d2xhia2	190	a.96.1.3	2	a	1524	a.96	8
a.96.1.4_d2ofka_	182	a.96.1.4	1	a	1524	a.96	8
a.96.1.5_d1pu6a_	217	a.96.1.5	1	a	1524	a.96	8
a.96.1.6_d1xqoa_	253	a.96.1.6	1	a	1524	a.96	8
a.97.1.1_d1j09a1	163	a.97.1.1	1	a	1524	a.97	2
a.97.1.2_d1irxa1	204	a.97.1.2	1	a	1524	a.97	2
a.98.1.1_d1peqa1	162	a.98.1.1	2	a	1524	a.98	2
a.98.1.1_d2x1ya1	218	a.98.1.1	2	a	1524	a.98	2
a.99.1.1_d1owla1	271	a.99.1.1	1	a	1524	a.99	1
b.1.1.0_d1u2ha_	96	b.1.1.0	16	b	1580	b.1	261
b.1.1.0_d2e6qa1	99	b.1.1.0	16	b	1580	b.1	261
b.1.1.0_d2enya1	91	b.1.1.0	16	b	1580	b.1	261
b.1.1.0_d2gqha1	94	b.1.1.0	16	b	1580	b.1	261
b.1.1.0_d2jjua_	114	b.1.1.0	16	b	1580	b.1	261
b.1.1.0_d2oz4a1	84	b.1.1.0	16	b	1580	b.1	261
b.1.1.0_d2oz4a2	97	b.1.1.0	16	b	1580	b.1	261
b.1.1.0_d2wqra2	108	b.1.1.0	16	b	1580	b.1	261
b.1.1.0_d2yxma1	87	b.1.1.0	16	b	1580	b.1	261
b.1.1.0_d3bn3b1	87	b.1.1.0	16	b	1580	b.1	261
b.1.1.0_d3bn3b2	109	b.1.1.0	16	b	1580	b.1	261
b.1.1.0_d3bova_	104	b.1.1.0	16	b	1580	b.1	261
b.1.1.0_d3esuf2	116	b.1.1.0	16	b	1580	b.1	261
b.1.1.0_d3p2ta1	95	b.1.1.0	16	b	1580	b.1	261
b.1.1.0_d4hbqa1	90	b.1.1.0	16	b	1580	b.1	261
b.1.1.0_d4unua_	109	b.1.1.0	16	b	1580	b.1	261
b.1.1.1_d1beca1	113	b.1.1.1	19	b	1580	b.1	261
b.1.1.1_d1ccza1	93	b.1.1.1	19	b	1580	b.1	261
b.1.1.1_d1cida1	105	b.1.1.1	19	b	1580	b.1	261
b.1.1.1_d1f97a1	102	b.1.1.1	19	b	1580	b.1	261
b.1.1.1_d1fo0b_	112	b.1.1.1	19	b	1580	b.1	261
b.1.1.1_d1hnfa1	101	b.1.1.1	19	b	1580	b.1	261
b.1.1.1_d1neua_	119	b.1.1.1	19	b	1580	b.1	261
b.1.1.1_d1nezg1	119	b.1.1.1	19	b	1580	b.1	261
b.1.1.1_d1pkoa1	125	b.1.1.1	19	b	1580	b.1	261
b.1.1.1_d1smoa_	113	b.1.1.1	19	b	1580	b.1	261
b.1.1.1_d1xeda1	108	b.1.1.1	19	b	1580	b.1	261
b.1.1.1_d2crya1	109	b.1.1.1	19	b	1580	b.1	261
b.1.1.1_d2g5ra_	121	b.1.1.1	19	b	1580	b.1	261
b.1.1.1_d2giya1	173	b.1.1.1	19	b	1580	b.1	261
b.1.1.1_d2nxyb1	97	b.1.1.1	19	b	1580	b.1	261
b.1.1.1_d3r4da1	107	b.1.1.1	19	b	1580	b.1	261
b.1.1.1_d3rnqa_	112	b.1.1.1	19	b	1580	b.1	261
b.1.1.1_d3w9ec_	229	b.1.1.1	19	b	1580	b.1	261
b.1.1.1_d5e56a_	116	b.1.1.1	19	b	1580	b.1	261
b.1.1.2_d1k5na1	95	b.1.1.2	7	b	1580	b.1	261
b.1.1.2_d1mjul2	107	b.1.1.2	7	b	1580	b.1	261
b.1.1.2_d1ypze2	88	b.1.1.2	7	b	1580	b.1	261
b.1.1.2_d2nw2a2	89	b.1.1.2	7	b	1580	b.1	261
b.1.1.2_d3myza_	98	b.1.1.2	7	b	1580	b.1	261
b.1.1.2_d3t65b2	100	b.1.1.2	7	b	1580	b.1	261
b.1.1.2_d3tvme2	64	b.1.1.2	7	b	1580	b.1	261
b.1.1.3_d1ccza2	78	b.1.1.3	5	b	1580	b.1	261
b.1.1.3_d1cida2	72	b.1.1.3	5	b	1580	b.1	261
b.1.1.3_d1dr9a2	95	b.1.1.3	5	b	1580	b.1	261
b.1.1.3_d1vcaa1	109	b.1.1.3	5	b	1580	b.1	261
b.1.1.3_d2nxyb2	84	b.1.1.3	5	b	1580	b.1	261
b.1.1.4_d1biha2	111	b.1.1.4	27	b	1580	b.1	261
b.1.1.4_d1biha3	97	b.1.1.4	27	b	1580	b.1	261
b.1.1.4_d1cs6a2	105	b.1.1.4	27	b	1580	b.1	261
b.1.1.4_d1cs6a3	91	b.1.1.4	27	b	1580	b.1	261
b.1.1.4_d1epfa2	92	b.1.1.4	27	b	1580	b.1	261
b.1.1.4_d1f97a2	110	b.1.1.4	27	b	1580	b.1	261
b.1.1.4_d1fltx_	95	b.1.1.4	27	b	1580	b.1	261
b.1.1.4_d1fnla2	89	b.1.1.4	27	b	1580	b.1	261
b.1.1.4_d1gxea_	130	b.1.1.4	27	b	1580	b.1	261
b.1.1.4_d1jbja1	86	b.1.1.4	27	b	1580	b.1	261
b.1.1.4_d1n26a1	93	b.1.1.4	27	b	1580	b.1	261
b.1.1.4_d1olza1	92	b.1.1.4	27	b	1580	b.1	261
b.1.1.4_d1rhfa2	85	b.1.1.4	27	b	1580	b.1	261
b.1.1.4_d1vcaa2	90	b.1.1.4	27	b	1580	b.1	261
b.1.1.4_d1wwca_	105	b.1.1.4	27	b	1580	b.1	261
b.1.1.4_d1xaua_	104	b.1.1.4	27	b	1580	b.1	261
b.1.1.4_d1xiwa_	91	b.1.1.4	27	b	1580	b.1	261
b.1.1.4_d1xiwb_	74	b.1.1.4	27	b	1580	b.1	261
b.1.1.4_d2c9aa1	96	b.1.1.4	27	b	1580	b.1	261
b.1.1.4_d2ifga1	92	b.1.1.4	27	b	1580	b.1	261
b.1.1.4_d3b5ha2	80	b.1.1.4	27	b	1580	b.1	261
b.1.1.4_d3cx2a_	108	b.1.1.4	27	b	1580	b.1	261
b.1.1.4_d3ry4a1	85	b.1.1.4	27	b	1580	b.1	261
b.1.1.4_d4gafb1	101	b.1.1.4	27	b	1580	b.1	261
b.1.1.4_d4gafb2	103	b.1.1.4	27	b	1580	b.1	261
b.1.1.4_d4gafb3	106	b.1.1.4	27	b	1580	b.1	261
b.1.1.4_d4hbqa2	108	b.1.1.4	27	b	1580	b.1	261
b.1.10.1_d1kyfa1	124	b.1.10.1	2	b	1580	b.1	261
b.1.10.1_d2g30a1	120	b.1.10.1	2	b	1580	b.1	261
b.1.10.2_d1gyva_	120	b.1.10.2	1	b	1580	b.1	261
b.1.10.3_d1r4xa1	155	b.1.10.3	1	b	1580	b.1	261
b.1.11.0_d4ay0a1	118	b.1.11.0	1	b	1580	b.1	261
b.1.11.2_d1rowa_	107	b.1.11.2	3	b	1580	b.1	261
b.1.11.2_d1wica1	139	b.1.11.2	3	b	1580	b.1	261
b.1.11.2_d2bvua_	123	b.1.11.2	3	b	1580	b.1	261
b.1.12.0_d4dhla1	113	b.1.12.0	1	b	1580	b.1	261
b.1.13.0_d3qzba1	131	b.1.13.0	1	b	1580	b.1	261
b.1.14.1_d1cwva2	96	b.1.14.1	5	b	1580	b.1	261
b.1.14.1_d1cwva3	103	b.1.14.1	5	b	1580	b.1	261
b.1.14.1_d1cwva4	91	b.1.14.1	5	b	1580	b.1	261
b.1.14.1_d1f00i1	95	b.1.14.1	5	b	1580	b.1	261
b.1.14.1_d1f00i2	89	b.1.14.1	5	b	1580	b.1	261
b.1.15.0_d4g1ma2	160	b.1.15.0	3	b	1580	b.1	261
b.1.15.0_d4g1ma3	139	b.1.15.0	3	b	1580	b.1	261
b.1.15.0_d4g1ma4	222	b.1.15.0	3	b	1580	b.1	261
b.1.15.1_d1txvb5	136	b.1.15.1	1	b	1580	b.1	261
b.1.16.1_d1ifra1	109	b.1.16.1	1	b	1580	b.1	261
b.1.17.1_d1l6pa_	121	b.1.17.1	1	b	1580	b.1	261
b.1.18.0_d1yzoa_	96	b.1.18.0	6	b	1580	b.1	261
b.1.18.0_d2k7qa1	92	b.1.18.0	6	b	1580	b.1	261
b.1.18.0_d2x2ya2	94	b.1.18.0	6	b	1580	b.1	261
b.1.18.0_d3edfa1	93	b.1.18.0	6	b	1580	b.1	261
b.1.18.0_d4a02a_	166	b.1.18.0	6	b	1580	b.1	261
b.1.18.0_d4oy8a_	186	b.1.18.0	6	b	1580	b.1	261
b.1.18.10_d1qfha1	104	b.1.18.10	3	b	1580	b.1	261
b.1.18.10_d1v05a_	96	b.1.18.10	3	b	1580	b.1	261
b.1.18.10_d2d7na1	80	b.1.18.10	3	b	1580	b.1	261
b.1.18.11_d3ugua1	173	b.1.18.11	2	b	1580	b.1	261
b.1.18.11_d3ugua2	178	b.1.18.11	2	b	1580	b.1	261
b.1.18.12_d1cvra1	82	b.1.18.12	1	b	1580	b.1	261
b.1.18.13_d1ehxa_	94	b.1.18.13	1	b	1580	b.1	261
b.1.18.14_d1jmxa3	82	b.1.18.14	3	b	1580	b.1	261
b.1.18.14_d1pbya3	78	b.1.18.14	3	b	1580	b.1	261
b.1.18.14_d1pbya4	138	b.1.18.14	3	b	1580	b.1	261
b.1.18.15_d2omza1	79	b.1.18.15	1	b	1580	b.1	261
b.1.18.16_d1n9pa_	202	b.1.18.16	1	b	1580	b.1	261
b.1.18.17_d1ix2a_	102	b.1.18.17	1	b	1580	b.1	261
b.1.18.18_d1uadc_	92	b.1.18.18	1	b	1580	b.1	261
b.1.18.19_d1v8ha1	106	b.1.18.19	1	b	1580	b.1	261
b.1.18.1_d1my7a_	107	b.1.18.1	4	b	1580	b.1	261
b.1.18.1_d1p7hl1	103	b.1.18.1	4	b	1580	b.1	261
b.1.18.1_d2cxka1	82	b.1.18.1	4	b	1580	b.1	261
b.1.18.1_d3brda1	120	b.1.18.1	4	b	1580	b.1	261
b.1.18.20_d3c8da1	145	b.1.18.20	1	b	1580	b.1	261
b.1.18.21_d1z0na1	87	b.1.18.21	1	b	1580	b.1	261
b.1.18.22_d2q0zx2	114	b.1.18.22	1	b	1580	b.1	261
b.1.18.23_d3es6b1	118	b.1.18.23	1	b	1580	b.1	261
b.1.18.2_d1bf2a1	162	b.1.18.2	15	b	1580	b.1	261
b.1.18.2_d1edqa1	109	b.1.18.2	15	b	1580	b.1	261
b.1.18.2_d1f1sa2	78	b.1.18.2	15	b	1580	b.1	261
b.1.18.2_d1j0ha1	123	b.1.18.2	15	b	1580	b.1	261
b.1.18.2_d1k3ia1	102	b.1.18.2	15	b	1580	b.1	261
b.1.18.2_d1qbaa1	105	b.1.18.2	15	b	1580	b.1	261
b.1.18.2_d1txka1	115	b.1.18.2	15	b	1580	b.1	261
b.1.18.2_d1uh4a1	122	b.1.18.2	15	b	1580	b.1	261
b.1.18.2_d1ulva2	89	b.1.18.2	15	b	1580	b.1	261
b.1.18.2_d1ut9a2	98	b.1.18.2	15	b	1580	b.1	261
b.1.18.2_d1w8oa1	103	b.1.18.2	15	b	1580	b.1	261
b.1.18.2_d2bhua1	97	b.1.18.2	15	b	1580	b.1	261
b.1.18.2_d2fhfa1	115	b.1.18.2	15	b	1580	b.1	261
b.1.18.2_d2fhfa2	125	b.1.18.2	15	b	1580	b.1	261
b.1.18.2_d3bmva1	83	b.1.18.2	15	b	1580	b.1	261
b.1.18.3_d1llaa3	249	b.1.18.3	1	b	1580	b.1	261
b.1.18.4_d2v33a_	91	b.1.18.4	2	b	1580	b.1	261
b.1.18.4_d3uzqb_	95	b.1.18.4	2	b	1580	b.1	261
b.1.18.5_d1im3d_	95	b.1.18.5	1	b	1580	b.1	261
b.1.18.6_d2a9da1	123	b.1.18.6	1	b	1580	b.1	261
b.1.18.7_d1nepa_	130	b.1.18.7	2	b	1580	b.1	261
b.1.18.7_d1xwva_	129	b.1.18.7	2	b	1580	b.1	261
b.1.18.8_d1kmta1	136	b.1.18.8	2	b	1580	b.1	261
b.1.18.8_d4jv8b_	149	b.1.18.8	2	b	1580	b.1	261
b.1.18.9_d1rlla1	140	b.1.18.9	1	b	1580	b.1	261
b.1.19.1_d1lmia1	130	b.1.19.1	1	b	1580	b.1	261
b.1.2.0_d2db8a1	97	b.1.2.0	8	b	1580	b.1	261
b.1.2.0_d2dbja1	111	b.1.2.0	8	b	1580	b.1	261
b.1.2.0_d2dmka1	114	b.1.2.0	8	b	1580	b.1	261
b.1.2.0_d2ee3a1	95	b.1.2.0	8	b	1580	b.1	261
b.1.2.0_d2kbga_	102	b.1.2.0	8	b	1580	b.1	261
b.1.2.0_d3k2mc_	101	b.1.2.0	8	b	1580	b.1	261
b.1.2.0_d3lpwa1	99	b.1.2.0	8	b	1580	b.1	261
b.1.2.0_d4n5ua1	104	b.1.2.0	8	b	1580	b.1	261
b.1.2.1_d1axib2	106	b.1.2.1	41	b	1580	b.1	261
b.1.2.1_d1cd9b2	106	b.1.2.1	41	b	1580	b.1	261
b.1.2.1_d1cfba1	100	b.1.2.1	41	b	1580	b.1	261
b.1.2.1_d1cfba2	105	b.1.2.1	41	b	1580	b.1	261
b.1.2.1_d1ebab2	104	b.1.2.1	41	b	1580	b.1	261
b.1.2.1_d1eerb1	109	b.1.2.1	41	b	1580	b.1	261
b.1.2.1_d1fyhb1	98	b.1.2.1	41	b	1580	b.1	261
b.1.2.1_d1fyhb2	114	b.1.2.1	41	b	1580	b.1	261
b.1.2.1_d1i1ra1	100	b.1.2.1	41	b	1580	b.1	261
b.1.2.1_d1iarb1	96	b.1.2.1	41	b	1580	b.1	261
b.1.2.1_d1iarb2	101	b.1.2.1	41	b	1580	b.1	261
b.1.2.1_d1n26a2	102	b.1.2.1	41	b	1580	b.1	261
b.1.2.1_d1wfna1	106	b.1.2.1	41	b	1580	b.1	261
b.1.2.1_d1wfta1	110	b.1.2.1	41	b	1580	b.1	261
b.1.2.1_d1wfua1	107	b.1.2.1	41	b	1580	b.1	261
b.1.2.1_d1wj3a1	104	b.1.2.1	41	b	1580	b.1	261
b.1.2.1_d1wk0a1	124	b.1.2.1	41	b	1580	b.1	261
